tag,question_id,title,view_count,tags,creation_timestamp,creation_date,question_view_count_rank,total_valid_questions,tag_offset
android-edittext,3554377,Handling click events on a drawable within an EditText,159931,android|android-studio|android-edittext|android-widget|compound-drawables,2010-08-24 07:39:07.603,1282635547603000,43,4685,3
android-edittext,19189265,Custom designing EditText,157106,android|android-edittext|android-xml,2013-10-04 19:27:57.437,1380914877437000,44,4685,3
android-edittext,10611833,How to disable keypad popup when on edittext?,155903,android|android-edittext,2012-05-16 04:02:43.150,1337140963150000,45,4685,3
android-edittext,15037465,Converting EditText to int? (Android),155776,android|android-edittext|integer,2013-02-23 05:34:45.590,1361597685590000,46,4685,3
android-edittext,4886858,Android EditText delete(backspace) key event,151525,android|events|android-edittext|key,2011-02-03 13:45:12.163,1296740712163000,47,4685,3
android-edittext,5879250,How to disable EditText in Android,146058,android|android-edittext|disabled-input,2011-05-04 06:06:59.250,1304489219250000,48,4685,3
android-edittext,5582702,Disable EditText blinking cursor,143023,android|android-edittext,2011-04-07 14:27:29.900,1302186449900000,49,4685,3
android-edittext,4175398,How to clear an EditText on click?,140931,android|android-edittext,2010-11-13 23:57:52.657,1289692672657000,50,4685,3
android-fragments,5448653,How to implement onBackPressed() in Fragments?,625104,android|android-fragments|onbackpressed,2011-03-27 10:30:13.843,1301221813843000,1,13142,4
android-fragments,8215308,Using context in a fragment,606927,java|android|android-fragments|android-context,2011-11-21 16:46:29.297,1321893989297000,2,13142,4
android-fragments,12739909,Send data from activity to fragment in Android,572740,android|android-fragments,2012-10-05 05:15:03.560,1349414103560000,3,13142,4
android-fragments,9294603,How do I get the currently displayed fragment?,554536,android|android-layout|android-intent|android-fragments,2012-02-15 13:49:02.730,1329313742730000,4,13142,4
android-fragments,6147884,onActivityResult is not being called in Fragment,484921,android|android-fragments|android-activity,2011-05-27 04:35:19.070,1306470919070000,5,13142,4
android-fragments,7575921,IllegalStateException: Can not perform this action after onSaveInstanceState with ViewPager,387999,android|android-fragments|android-viewpager|illegalstateexception|fragmenttransaction,2011-09-27 21:31:24.397,1317159084397000,6,13142,4
android-fragments,8308695,How to add Options Menu to Fragment in Android,330360,android|android-fragments|android-optionsmenu,2011-11-29 09:48:13.830,1322560093830000,7,13142,4
android-fragments,62671106,"OnActivityResult method is deprecated, what is the alternative?",299718,android|android-fragments|android-activity|onactivityresult,2020-07-01 06:46:24.753,1593585984753000,8,13142,4
android-fragments,20812922,How to close the current fragment by using Button like the back button?,294528,android|android-fragments|activity-finish,2013-12-28 09:24:19.473,1388222659473000,9,13142,4
android-fragments,9343241,Passing data between a fragment and its container activity,278005,android|android-fragments,2012-02-18 17:10:12.667,1329585012667000,10,13142,4
android-fragments,31847080,How to convert any Object to String?,276425,java|android|string|android-fragments|valueconverter,2015-08-06 04:50:55.673,1438836655673000,11,13142,4
android-fragments,6186433,Clear back stack using fragments,273657,android|android-fragments,2011-05-31 10:49:01.307,1306838941307000,12,13142,4
android-fragments,7149802,How to transfer some data to another Fragment?,266618,android|android-fragments,2011-08-22 15:29:03.417,1314026943417000,13,13142,4
android-fragments,19353255,How to put Google Maps V2 on a Fragment using ViewPager,263732,android|google-maps|android-fragments,2013-10-14 03:48:36.047,1381722516047000,14,13142,4
android-fragments,4817900,Android Fragments and animation,255284,android|android-fragments|android-3.0-honeycomb,2011-01-27 14:55:00.693,1296140100693000,15,13142,4
android-fragments,18609261,Getting the current Fragment instance in the viewpager,254510,android|android-fragments|android-viewpager,2013-09-04 08:46:51.673,1378284411673000,16,13142,4
android-fragments,20306091,Dilemma: when to use Fragments vs Activities:,228389,android|android-fragments|android-activity|architecture,2013-11-30 21:53:00.180,1385848380180000,17,13142,4
android-fragments,31297246,"Activity, AppCompatActivity, FragmentActivity, and ActionBarActivity: When to Use Which?",224406,android|android-fragments|android-activity|android-actionbaractivity|appcompatactivity,2015-07-08 15:32:32.543,1436369552543000,18,13142,4
android-fragments,10903077,Calling a Fragment method from a parent Activity,204449,android|android-fragments,2012-06-05 18:47:52.370,1338922072370000,19,13142,4
android-fragments,6374170,How to set a Fragment tag by code?,198254,android|android-3.0-honeycomb|android-fragments,2011-06-16 15:12:45.540,1308237165540000,20,13142,4
android-fragments,15560904,Setting Custom ActionBar Title from Fragment,177906,java|android|android-fragments|android-actionbar|android-fragmentactivity,2013-03-22 00:54:41.853,1363913681853000,21,13142,4
android-fragments,17436298,"How to pass a variable from Activity to Fragment, and pass it back?",173145,android|android-fragments|android-activity,2013-07-02 21:42:13.450,1372801333450000,22,13142,4
android-fragments,5425568,How to use setArguments() and getArguments() methods in Fragments?,171526,android|android-fragments,2011-03-24 21:10:12.607,1301001012607000,23,13142,4
android-fragments,13733304,Callback to a Fragment from a DialogFragment,170708,android|android-fragments|callback|android-dialogfragment,2012-12-05 22:04:14.427,1354745054427000,24,13142,4
android-fragments,26998455,How to get Toolbar from fragment?,169835,android|android-fragments|android-actionbar|android-support-library|android-toolbar,2014-11-18 15:55:21.873,1416326121873000,25,13142,4
android-fragments,22474584,Remove old Fragment from fragment manager,169282,android|android-fragments|android-tabhost,2014-03-18 09:04:18.877,1395133458877000,26,13142,4
android-fragments,5194548,How to pass data between fragments,168990,android|android-fragments,2011-03-04 13:48:07.413,1299246487413000,27,13142,4
android-fragments,21026409,Fragment transaction animation: slide in and slide out,166990,android|animation|android-fragments,2014-01-09 16:54:02.783,1389286442783000,28,13142,4
android-fragments,8163104,Android replace the current fragment with another fragment,160870,android|android-3.0-honeycomb|android-fragments,2011-11-17 06:40:51.107,1321512051107000,29,13142,4
android-fragments,6787071,android fragment- How to save states of views in a fragment when another fragment is pushed on top of it,153482,android|android-fragments,2011-07-22 07:45:33.020,1311320733020000,30,13142,4
android-fragments,11387740,Where/How to getIntent().getExtras() in an Android Fragment?,148706,android|android-intent|android-fragments|android-activity,2012-07-09 00:07:11.060,1341792431060000,31,13142,4
android-fragments,36100187,How to start Fragment from an Activity,147216,android|android-fragments,2016-03-19 09:47:56.663,1458380876663000,32,13142,4
android-fragments,23212162,How to move from one fragment to another fragment on click of an ImageView in Android?,145025,android|android-fragments|fragment,2014-04-22 06:36:43.637,1398148603637000,33,13142,4
android-fragments,9702216,get the latest fragment in backstack,143944,android|android-fragments|back-stack,2012-03-14 12:43:33.273,1331729013273000,34,13142,4
android-fragments,14247954,Communicating between a fragment and an activity - best practices,143180,android|android-fragments|android-activity|communication,2013-01-09 22:52:27.020,1357771947020000,35,13142,4
android-fragments,22505327,Android - save/restore fragment state,136939,android|android-fragments|fragment|onresume|back-stack,2014-03-19 12:07:01.723,1395230821723000,36,13142,4
android-fragments,18755550,Fragment pressing back button,135795,android|android-fragments|back,2013-09-12 04:47:56.103,1378961276103000,37,13142,4
android-fragments,40760625,How to check permission in fragment,131609,java|android|kotlin|android-fragments|android-permissions,2016-11-23 09:35:33.797,1479893733797000,38,13142,4
android-fragments,16652095,How to know if a Fragment is Visible?,130943,android|android-fragments,2013-05-20 14:46:54.070,1369061214070000,39,13142,4
android-fragments,7119203,How to destroy Fragment?,128547,android|android-fragments,2011-08-19 08:56:46.097,1313744206097000,40,13142,4
android-fragments,18296868,How to add a fragment to a programmatically generated layout?,125888,android|android-fragments|android-linearlayout,2013-08-18 07:48:15.227,1376812095227000,41,13142,4
android-fragments,13700798,Basic communication between two fragments,125199,android|android-fragments,2012-12-04 10:26:46.040,1354616806040000,42,13142,4
android-fragments,32700818,How to open a Fragment on button click from a fragment in Android,116589,android|android-fragments|android-intent,2015-09-21 17:03:44.360,1442855024360000,43,13142,4
android-fragments,18088076,Update Fragment from ViewPager,116528,android|android-fragments|android-viewpager,2013-08-06 18:43:13.493,1375814593493000,44,13142,4
android-fragments,44272914,Sharing data between fragments using new architecture component ViewModel,116423,android|android-fragments|android-activity|master-detail|android-architecture-components,2017-05-30 22:30:47.650,1496183447650000,45,13142,4
android-fragments,13402782,Show DialogFragment with animation growing from a point,115994,android|android-fragments|android-animation,2012-11-15 17:17:20.640,1352999840640000,46,13142,4
android-fragments,9363072,Android - Set fragment id,115894,android|android-fragments,2012-02-20 14:51:54.513,1329749514513000,47,13142,4
android-fragments,8532462,How to get the fragment instance from the FragmentActivity?,115797,android|user-interface|android-fragments,2011-12-16 09:55:35.600,1324029335600000,48,13142,4
android-fragments,24555417,How to send data from one Fragment to another Fragment?,110993,android|android-fragments|android-listview|android-webview,2014-07-03 13:45:26.163,1404395126163000,49,13142,4
android-fragments,17599450,How to inflate view inside fragment,105478,android|android-fragments|fragment,2013-07-11 17:09:52.583,1373562592583000,50,13142,4
android-recyclerview,24618829,How to add dividers and spaces between items in RecyclerView,777976,android|android-recyclerview|divider,2014-07-07 20:01:19.293,1404763279293000,1,7876,5
android-recyclerview,26245139,How to create RecyclerView with multiple view types,563044,java|android|user-interface|android-recyclerview,2014-10-07 20:55:30.513,1412715330513000,2,7876,5
android-recyclerview,28460300,How to build a horizontal ListView with RecyclerView,406362,android|android-layout|android-recyclerview,2015-02-11 17:11:26.140,1423674686140000,3,7876,5
android-recyclerview,40587168,Simple Android grid example using RecyclerView with GridLayoutManager (like the old GridView),361959,android|gridview|android-recyclerview|gridlayoutmanager,2016-11-14 11:02:32.530,1479121352530000,4,7876,5
android-recyclerview,26724964,How to animate RecyclerView items when they appear,315041,android|android-layout|android-recyclerview,2014-11-03 23:10:44.547,1415056244547000,5,7876,5
android-recyclerview,26076965,Android RecyclerView addition & removal of items,314184,java|android|user-interface|android-recyclerview|selection,2014-09-27 16:51:01.753,1411836661753000,6,7876,5
android-recyclerview,28531996,Android Recyclerview GridLayoutManager column spacing,301236,android|gridview|android-recyclerview|gridlayoutmanager,2015-02-15 22:31:17.890,1424039477890000,7,7876,5
android-recyclerview,30531091,How to disable RecyclerView scrolling?,287241,android|scroll|android-recyclerview,2015-05-29 13:37:36.773,1432906656773000,8,7876,5
android-recyclerview,26543131,How to implement endless list with RecyclerView?,282249,android|listview|android-recyclerview|material-design|onscrolllistener,2014-10-24 07:12:45.607,1414134765607000,9,7876,5
android-recyclerview,28296708,Get clicked item and its position in RecyclerView,280441,android|listview|android-recyclerview,2015-02-03 10:32:24.560,1422959544560000,10,7876,5
android-recyclerview,31000081,How to use RecyclerView inside NestedScrollView?,258593,android|android-recyclerview,2015-06-23 10:18:18.630,1435054698630000,11,7876,5
android-recyclerview,32457406,How to update/refresh specific item in RecyclerView,252987,android|android-adapter|android-recyclerview,2015-09-08 12:05:42.850,1441713942850000,12,7876,5
android-recyclerview,27194044,How to properly highlight selected item on RecyclerView?,244421,android|android-recyclerview,2014-11-28 18:13:37.713,1417198417713000,13,7876,5
android-recyclerview,31242812,How can a divider line be added in an Android RecyclerView?,239564,android|android-recyclerview|material-design,2015-07-06 09:57:08.727,1436176628727000,14,7876,5
android-recyclerview,24440852,How to import RecyclerView for Android L-preview,224279,android|gradle|android-5.0-lollipop|android-recyclerview,2014-06-26 21:52:42.527,1403819562527000,15,7876,5
android-recyclerview,28217436,How to show an empty view with a RecyclerView?,218047,android|listview|android-recyclerview|no-data,2015-01-29 14:42:54.010,1422542574010000,16,7876,5
android-recyclerview,26682277,How do I get the position selected in a RecyclerView?,212042,android|android-support-library|android-recyclerview|android-cardview,2014-10-31 19:41:37.660,1414784497660000,17,7876,5
android-recyclerview,27203817,RecyclerView expand/collapse items,192906,android|android-layout|android-recyclerview|expand,2014-11-29 15:23:25.410,1417274605410000,18,7876,5
android-recyclerview,37733221,Android Horizontal RecyclerView scroll Direction,181770,android|android-recyclerview|horizontal-scrolling,2016-06-09 18:06:30.387,1465495590387000,19,7876,5
android-recyclerview,27816217,How to save RecyclerView's scroll position using RecyclerView.State?,153138,android|state|android-recyclerview,2015-01-07 09:30:56.690,1420623056690000,20,7876,5
android-recyclerview,29424944,RecyclerView itemClickListener in Kotlin,152797,android|android-recyclerview|kotlin,2015-04-03 01:19:33.037,1428023973037000,21,7876,5
android-recyclerview,28658579,Refreshing data in RecyclerView and keeping its scroll position,150830,android|android-recyclerview,2015-02-22 13:52:51.000,1424613171000000,22,7876,5
android-recyclerview,32136973,How to get a context in a recycler view adapter,148429,java|android|android-recyclerview|picasso|android-context,2015-08-21 09:29:32.327,1440149372327000,23,7876,5
android-recyclerview,31235183,RecyclerView - How to smooth scroll to top of item on a certain position?,147689,android|scroll|position|android-recyclerview|smoothing,2015-07-05 21:30:17.073,1436131817073000,24,7876,5
android-recyclerview,26448717,Android 5.0 - Add header/footer to a RecyclerView,138717,java|android|android-recyclerview|android-5.0-lollipop,2014-10-19 08:23:54.533,1413707034533000,25,7876,5
android-recyclerview,30284067,Handle Button click inside a row in RecyclerView,131698,android|android-recyclerview,2015-05-17 06:34:59.250,1431844499250000,26,7876,5
android-recyclerview,30007956,How to center items of a recyclerview?,122696,android|android-layout|android-recyclerview,2015-05-02 22:00:35.833,1430604035833000,27,7876,5
android-recyclerview,35679776,"How to set RecyclerView app:layoutManager="""" from XML?",119695,android|xml|android-recyclerview|androidx,2016-02-28 07:07:11.390,1456643231390000,28,7876,5
android-recyclerview,29024058,RecyclerView scrolled UP/DOWN listener,118955,java|android|android-recyclerview|onscrolllistener,2015-03-13 02:45:29.047,1426214729047000,29,7876,5
android-recyclerview,36127734,Detect when RecyclerView reaches the bottom most position while scrolling,118573,android|scroll|android-recyclerview,2016-03-21 09:53:06.213,1458553986213000,30,7876,5
android-recyclerview,33328806,How to use RecyclerView.scrollToPosition() to move the position to the top of current view?,116685,android|scroll|android-recyclerview,2015-10-25 10:47:48.430,1445770068430000,31,7876,5
android-recyclerview,36369913,How to implement multi-select in RecyclerView?,103917,android|android-recyclerview|multi-select,2016-04-02 06:17:57.220,1459577877220000,32,7876,5
android-recyclerview,28525112,Android Recyclerview vs ListView with Viewholder,103515,android|performance|listview|android-recyclerview,2015-02-15 10:24:02.283,1423995842283000,33,7876,5
android-recyclerview,27507715,Android: How to get the current X offset of RecyclerView?,101722,android|scroll|position|android-recyclerview,2014-12-16 15:10:50.423,1418742650423000,34,7876,5
android-recyclerview,29665418,How to get item from RecyclerView adapter in Android,99502,android|android-recyclerview,2015-04-16 04:36:57.970,1429159017970000,35,7876,5
android-recyclerview,29929963,Is there a way to show a preview of a RecyclerView's contents in the Android Studio editor?,98902,android|android-studio|android-recyclerview|android-tools-namespace,2015-04-28 21:08:07.343,1430255287343000,36,7876,5
android-recyclerview,32159724,Scroll to top in RecyclerView with LinearLayoutManager,95539,android|android-recyclerview,2015-08-22 19:00:31.273,1440270031273000,37,7876,5
android-recyclerview,26466877,How to create context menu for RecyclerView,94149,android|contextmenu|android-recyclerview,2014-10-20 13:30:34.867,1413811834867000,38,7876,5
android-recyclerview,26517855,Using the recyclerview with a database,93568,android|simplecursoradapter|android-recyclerview,2014-10-22 22:00:08.853,1414015208853000,39,7876,5
android-recyclerview,41223413,How to hide an item from Recycler View on a particular condition?,91064,android|firebase|android-recyclerview|firebase-realtime-database|firebaseui,2016-12-19 13:14:26.317,1482153266317000,40,7876,5
android-recyclerview,49969278,RecyclerView Item Click Listener the Right Way,89320,java|android|android-recyclerview|android-gridview,2018-04-22 18:21:09.480,1524421269480000,41,7876,5
android-recyclerview,26635841,RecyclerView change data set,88091,android|android-recyclerview,2014-10-29 16:32:07.390,1414600327390000,42,7876,5
android-recyclerview,28236390,RecyclerView store / restore state between activities,86936,android|listview|android-recyclerview,2015-01-30 12:53:49.193,1422622429193000,43,7876,5
android-recyclerview,38192841,RecyclerView that does not scroll and shows all items,84581,android|android-recyclerview,2016-07-04 22:15:12.600,1467670512600000,44,7876,5
android-recyclerview,33985719,Android - Swipe to delete RecyclerView,83908,android|android-recyclerview,2015-11-29 17:28:54.823,1448818134823000,45,7876,5
android-recyclerview,26585941,RecyclerView header and footer,83664,android|header|footer|android-5.0-lollipop|android-recyclerview,2014-10-27 10:53:37.950,1414407217950000,46,7876,5
android-recyclerview,27293960,Swipe to Dismiss for RecyclerView,83337,android|android-recyclerview,2014-12-04 12:20:06.163,1417695606163000,47,7876,5
android-recyclerview,33454609,Detect start scroll and end scroll in recyclerview,81865,android|android-recyclerview,2015-10-31 17:42:36.333,1446313356333000,48,7876,5
android-recyclerview,29581782,How to get the Scrollposition in the Recyclerview/Layoutmanager?,78487,java|android|android-recyclerview,2015-04-11 18:53:42.657,1428778422657000,49,7876,5
android-recyclerview,38247602,Android how can I get current positon on recyclerview that user scrolled to item,76605,android|android-recyclerview,2016-07-07 14:06:39.780,1467900399780000,50,7876,5
listview,1555109,How to stop EditText from gaining focus when an activity starts in Android?,807473,android|listview|android-activity|android-edittext|focus,2009-10-12 15:03:22.700,1255359802700000,1,18804,6
listview,4540754,How do you dynamically add elements to a ListView on Android?,608373,android|listview|dynamic,2010-12-27 18:10:33.507,1293473433507000,2,18804,6
listview,8166497,Custom Adapter for List View,413230,android|listview|android-tablelayout|custom-adapter,2011-11-17 11:40:52.653,1321530052653000,3,18804,6
listview,473148,"C# listView, how do I add items to columns 2, 3 and 4 etc?",391722,c#|winforms|listview,2009-01-23 14:51:57.443,1232722317443000,4,18804,6
listview,26543131,How to implement endless list with RecyclerView?,282249,android|listview|android-recyclerview|material-design|onscrolllistener,2014-10-24 07:12:45.607,1414134765607000,5,18804,6
listview,28296708,Get clicked item and its position in RecyclerView,280441,android|listview|android-recyclerview,2015-02-03 10:32:24.560,1422959544560000,6,18804,6
listview,4583484,How to implement Android Pull-to-Refresh,267883,android|listview|android-listview|pull-to-refresh,2011-01-03 09:51:23.443,1294048283443000,7,18804,6
listview,2468100,How to handle ListView click in Android,240926,android|listview|click|onitemclicklistener,2010-03-18 07:19:04.387,1268896744387000,8,18804,6
listview,2217753,Changing background color of ListView items on Android,232376,android|listview|colors,2010-02-07 18:26:17.693,1265567177693000,9,18804,6
listview,3606530,Listview Scroll to the end of the list after updating the list,227163,android|listview|scroll,2010-08-31 06:29:54.310,1283236194310000,10,18804,6
listview,1709166,Android: ListView elements with multiple clickable buttons,221888,android|listview|button,2009-11-10 16:17:31.170,1257869851170000,11,18804,6
listview,28217436,How to show an empty view with a RecyclerView?,218047,android|listview|android-recyclerview|no-data,2015-01-29 14:42:54.010,1422542574010000,12,18804,6
listview,45669202,How to add a ListView to a Column in Flutter?,210897,flutter|listview|dart|flutter-layout|flutter-widget,2017-08-14 07:12:48.870,1502694768870000,13,18804,6
listview,4777272,Android ListView with different layouts for each row,204976,android|listview|listviewitem,2011-01-23 23:27:04.633,1295825224633000,14,18804,6
listview,12596199,Android : How to set onClick event for Button in List item of ListView,204646,android|listview,2012-09-26 06:58:42.780,1348642722780000,15,18804,6
listview,21295328,Android ListView with onClick items,201228,android|listview|methods|android-activity|elements,2014-01-22 22:26:29.843,1390429589843000,16,18804,6
listview,1914477,How do I remove lines between ListViews on Android?,200957,android|android-layout|listview,2009-12-16 12:49:33.660,1260967773660000,17,18804,6
listview,1257500,C# ListView Column Width Auto,196075,c#|.net|winforms|listview|width,2009-08-10 22:09:01.550,1249942141550000,18,18804,6
listview,5320358,update listview dynamically with adapter,167661,android|listview,2011-03-16 02:22:33.150,1300242153150000,19,18804,6
listview,3771568,Showing empty view when ListView is empty,163996,android|listview,2010-09-22 16:40:10.770,1285173610770000,20,18804,6
listview,560581,How to autosize and right-align GridViewColumn data in WPF?,161746,wpf|xaml|listview|gridview|gridviewcolumn,2009-02-18 10:52:29.707,1234954349707000,21,18804,6
listview,49153087,Flutter: Scrolling to a widget in ListView,155634,flutter|listview|dart|flutter-layout|flutter-container,2018-03-07 13:25:46.210,1520429146210000,22,18804,6
listview,2562051,ListView item background via custom selector,155016,android|listview,2010-04-01 16:44:42.413,1270140282413000,23,18804,6
listview,4709870,setOnItemClickListener on custom ListView,146422,android|listview,2011-01-17 03:42:51.327,1295235771327000,24,18804,6
listview,15865829,Add Items to Columns in a WPF ListView,143517,c#|wpf|visual-studio|xaml|listview,2013-04-07 18:01:49.403,1365357709403000,25,18804,6
listview,4903758,Android: how to refresh ListView contents?,141268,android|listview|android-adapter,2011-02-04 23:00:05.410,1296860405410000,26,18804,6
listview,25885238,Xamarin.Forms ListView: Set the highlight color of a tapped item,139699,android|ios|listview|xamarin|xamarin.forms,2014-09-17 07:59:53.837,1410940793837000,27,18804,6
listview,8693897,How do I get the SelectedItem or SelectedIndex of ListView in vb.net?,139269,vb.net|winforms|listview,2012-01-01 15:41:10.213,1325432470213000,28,18804,6
listview,10795424,How to get the bluetooth devices as a list?,138869,android|listview|bluetooth,2012-05-29 08:16:51.413,1338279411413000,29,18804,6
listview,16333754,How to customize listview using baseadapter,137454,android|listview|android-adapter|baseadapter,2013-05-02 08:43:34.880,1367484214880000,30,18804,6
listview,4508979,android listview get selected item,135188,android|listview|onclick|selecteditem,2010-12-22 12:03:54.293,1293019434293000,31,18804,6
listview,471859,C#: How do you edit items and subitems in a listview?,133399,c#|listview,2009-01-23 04:10:52.420,1232683852420000,32,18804,6
listview,13590627,Android ListView headers,133239,java|android|listview|header|android-arrayadapter,2012-11-27 18:25:13.367,1354040713367000,33,18804,6
listview,435379,C# Clear all items in ListView,124063,c#|listview,2009-01-12 13:18:50.613,1231766330613000,34,18804,6
listview,4247385,How to change color of ListView items on focus and on click,123021,android|listview|background-color|listviewitem,2010-11-22 16:00:01.797,1290441601797000,35,18804,6
listview,9097723,Adding an onclicklistener to listview (android),122490,android|listview|onclicklistener,2012-02-01 14:42:00.647,1328107320647000,36,18804,6
listview,227231,ListBox vs. ListView - how to choose for data binding,120506,wpf|data-binding|listview|listbox,2008-10-22 19:35:30.727,1224704130727000,37,18804,6
listview,12332528,How to display list items as columns?,119280,css|list|listview|vertical-alignment,2012-09-08 16:35:41.587,1347122141587000,38,18804,6
listview,1080811,Android Endless List,117157,android|list|listview,2009-07-03 21:00:19.203,1246654819203000,39,18804,6
listview,5497580,How to dynamically remove items from ListView on a button click?,116958,android|listview,2011-03-31 09:14:03.430,1301562843430000,40,18804,6
listview,18162931,Get Selected Item Using Checkbox in Listview,115757,android|listview,2013-08-10 14:37:39.583,1376145459583000,41,18804,6
listview,49331612,Change background color of ListTile upon selection in Flutter,115612,flutter|dart|listview|flutter-layout|background-color,2018-03-17 01:24:40.330,1521249880330000,42,18804,6
listview,5452940,How can I get Android Wifi Scan Results into a list?,112598,java|android|listview|android-wifi,2011-03-27 22:32:10.507,1301265130507000,43,18804,6
listview,3928193,How to Animate Addition or Removal of Android ListView Rows,111759,android|listview|animation,2010-10-13 21:29:01.617,1287005341617000,44,18804,6
listview,5417339,Android ListView with Checkbox and all clickable,111323,android|listview|checkbox|focus,2011-03-24 09:54:01.623,1300960441623000,45,18804,6
listview,7361135,How to change color and font on ListView,110669,android|listview|fonts,2011-09-09 11:45:26.560,1315568726560000,46,18804,6
listview,5563698,How to change text color of simple list item,109607,android|listview,2011-04-06 08:46:48.593,1302079608593000,47,18804,6
listview,7400475,How to remove listview all items,104914,android|listview|adapter,2011-09-13 10:37:31.800,1315910251800000,48,18804,6
listview,28525112,Android Recyclerview vs ListView with Viewholder,103515,android|performance|listview|android-recyclerview,2015-02-15 10:24:02.283,1423995842283000,49,18804,6
listview,17207366,creating a menu after a long click event on a list view,103361,android|listview|menu|long-click,2013-06-20 07:09:53.387,1371712193387000,50,18804,6
android-actionbar,3438276,How to change the text on the action bar,468342,android|android-actionbar,2010-08-09 08:04:24.123,1281341064123000,1,3962,7
android-actionbar,14483393,How do I change the android actionbar title and icon,404845,android|android-layout|android-actionbar,2013-01-23 15:38:24.290,1358955504290000,2,3962,7
android-actionbar,10692755,How do I hide a menu item in the actionbar?,375551,android|android-actionbar|menuitem|android-menu,2012-05-21 21:18:08.150,1337635088150000,3,3962,7
android-actionbar,5861661,ActionBar text color,315785,android|android-actionbar|android-3.0-honeycomb|android-text-color,2011-05-02 19:39:40.200,1304365180200000,4,3962,7
android-actionbar,8500283,"How to hide action bar before activity is created, and then show it again?",309310,android|android-3.0-honeycomb|android-actionbar,2011-12-14 06:24:38.790,1323843878790000,5,3962,7
android-actionbar,8456835,How to disable action bar permanently,305195,android|android-actionbar,2011-12-10 13:31:20.077,1323523880077000,6,3962,7
android-actionbar,20653305,Full Screen Theme for AppCompat,242001,android|android-actionbar|android-theme,2013-12-18 08:43:17.600,1387356197600000,7,3962,7
android-actionbar,12387345,How to center align the ActionBar title in Android?,235901,android|android-actionbar|android-theme,2012-09-12 11:39:59.727,1347449999727000,8,3962,7
android-actionbar,27378981,How to use SearchView in Toolbar Android,221425,android|android-actionbar|searchview|android-toolbar,2014-12-09 12:28:31.627,1418128111627000,9,3962,7
android-actionbar,18288402,How to set custom ActionBar color / style?,220300,android|colors|background|android-actionbar|navigation-drawer,2013-08-17 11:41:32.173,1376739692173000,10,3962,7
android-actionbar,19545370,Android: how to hide ActionBar on certain activities,216787,java|android|android-actionbar,2013-10-23 15:01:07.330,1382540467330000,11,3962,7
android-actionbar,9252354,How to customize the back button on ActionBar,197178,android|android-actionbar,2012-02-12 20:24:32.617,1329078272617000,12,3962,7
android-actionbar,21585326,Implementing SearchView in action bar,195508,android|android-actionbar|autocompletetextview|searchview,2014-02-05 18:21:37.940,1391624497940000,13,3962,7
android-actionbar,12301510,How to get the ActionBar height?,189268,android|android-actionbar,2012-09-06 13:45:03.437,1346939103437000,14,3962,7
android-actionbar,15560904,Setting Custom ActionBar Title from Fragment,177906,java|android|android-fragments|android-actionbar|android-fragmentactivity,2013-03-22 00:54:41.853,1363913681853000,15,3962,7
android-actionbar,26998455,How to get Toolbar from fragment?,169835,android|android-fragments|android-actionbar|android-support-library|android-toolbar,2014-11-18 15:55:21.873,1416326121873000,16,3962,7
android-actionbar,6351479,"Android: How to change the ActionBar ""Home"" Icon to be something other than the app icon?",157460,android|android-3.0-honeycomb|android-actionbar,2011-06-14 23:46:42.867,1308095202867000,17,3962,7
android-actionbar,25863676,Android Activity without ActionBar,155507,java|android|android-actionbar,2014-09-16 08:10:14.417,1410855014417000,18,3962,7
android-actionbar,8607707,How to Set a Custom Font in the ActionBar Title?,155009,android|fonts|android-actionbar,2011-12-22 17:32:23.933,1324575143933000,19,3962,7
android-actionbar,14606294,Remove icon/logo from action bar on android,149298,android|xml|android-layout|android-actionbar|titlebar,2013-01-30 14:23:58.157,1359555838157000,20,3962,7
android-actionbar,26554996,Change Toolbar color in Appcompat 21,147388,android|android-actionbar|android-appcompat|android-actionbar-compat|android-toolbar,2014-10-24 19:31:56.137,1414179116137000,21,3962,7
android-actionbar,17696486,Actionbar notification count icon (badge) like Google has,133184,android|notifications|icons|android-actionbar|actionbarsherlock,2013-07-17 09:47:12.953,1374054432953000,22,3962,7
android-actionbar,15518414,How can I implement custom Action Bar with custom buttons in Android?,127827,java|android|android-actionbar,2013-03-20 08:18:12.893,1363767492893000,23,3962,7
android-actionbar,7655874,How do you remove the title text from the Android ActionBar?,123310,android|android-actionbar,2011-10-05 01:38:52.280,1317778732280000,24,3962,7
android-actionbar,12000562,How to display both icon and title of action inside ActionBar?,113116,android|android-layout|android-actionbar|actionbarsherlock|android-ui,2012-08-17 06:04:14.687,1345183454687000,25,3962,7
android-actionbar,17425742,How to add button in ActionBar(Android)?,110993,android|button|android-actionbar,2013-07-02 12:32:15.317,1372768335317000,26,3962,7
android-actionbar,13370719,Remove android default action bar,108830,android|android-actionbar,2012-11-13 23:32:42.833,1352849562833000,27,3962,7
android-actionbar,12883732,How to display custom view in ActionBar?,107635,android|android-actionbar|actionbarsherlock,2012-10-14 15:37:40.230,1350229060230000,28,3962,7
android-actionbar,13086840,actionbar up navigation with fragments,104642,android|android-fragments|android-actionbar,2012-10-26 12:21:00.487,1351254060487000,29,3962,7
android-actionbar,9737101,Padding between ActionBar's home icon and title,104542,android|android-actionbar,2012-03-16 12:18:58.490,1331900338490000,30,3962,7
